Acct ID,Acct Name,Invoice Number,Item,Description,# of Users,Price Per User,Total
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02425.00 Ekaru [21449] - nDD Medical 02425.21 ,23,0.5,11.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02425.00 Ekaru [21449] - New England Forestry Foundation 02425.36 ,24,0.5,12
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"02425.00 Ekaru [21449] - Paolilli, Jarek, and Der Ananian, CPAs 02425.32 ",8,0.5,4
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"02425.00 Ekaru [21449] - Pat Fernandez, Attorney at Law 02425.47 ",6,0.5,3
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02425.00 Ekaru [21449] - Peppers Artful Events - prev. Fine Catering 02425.38 ,37,0.5,18.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02425.00 Ekaru [21449] - Perennial Advisors Group / Carpenter & Associates 02425.13 ,7,0.5,3.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02425.00 Ekaru [21449] - Peter Lawlor,3,0.5,1.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02425.00 Ekaru [21449] - Rainmaker Group 02425.15,2,0.5,1
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02425.00 Ekaru [21449] - Ryan Development,29,0.5,14.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02425.00 Ekaru [21449] - Sales and Marketing Search 02425.06,3,0.5,1.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02425.00 Ekaru [21449] - South Shore Gunite Pools 02425.48 ,85,0.5,42.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"02425.00 Ekaru [21449] - Viewpoint CRM, Inc. 02425.39 ",28,0.5,14
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"02623.00 AdvancedNet Communications, Inc. - PA [21479] - 02623.01 La Jolla Management Company",40,0.5,20
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"02623.00 AdvancedNet Communications, Inc. - PA [21479] - 02623.03 ZZone Media",4,0.5,2
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,"02623.00 AdvancedNet Communications, Inc. - PA [21479] - 02623.04 Samumed, LLC",228,1,228
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"02623.00 AdvancedNet Communications, Inc. - PA [21479] - 02623.04 Samumed, LLC",228,0.5,114
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"02623.00 AdvancedNet Communications, Inc. - PA [21479] - 02623.06 Fetherolf.us",2,0.5,1
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"02623.00 AdvancedNet Communications, Inc. - PA [21479] - 02623.07 Affirmed Housing",30,0.5,15
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"02623.00 AdvancedNet Communications, Inc. - PA [21479] - 02623.10  Algapethospital.com",1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"02623.00 AdvancedNet Communications, Inc. - PA [21479] - 02623.11 brph.us",2,0.5,1
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"02623.00 AdvancedNet Communications, Inc. - PA [21479] - 02623.12 avenue21.us",1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"02623.00 AdvancedNet Communications, Inc. - PA [21479] - 02623.13 kasapoglu.us",1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"02799.00 ENT Networks, Inc. [21493] - 02799.06 Zurier Company",37,0.5,18.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"02799.00 ENT Networks, Inc. [21493] - 02799.10 Service Champions",245,0.5,122.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"02799.00 ENT Networks, Inc. [21493] - 02799.11 Coastal Brokers Insurance",79,0.5,39.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"02799.00 ENT Networks, Inc. [21493] - Aegis Fire Systems",1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"02799.00 ENT Networks, Inc. [21493] - AVD",24,0.5,12
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"02799.00 ENT Networks, Inc. [21493] - CRCRE",24,0.5,12
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"02799.00 ENT Networks, Inc. [21493] - DPI",20,0.5,10
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"02799.00 ENT Networks, Inc. [21493] - J&M INC",25,0.5,12.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02826.00 WebEZ.net LLC - PA [21496] - 02826.03 Travis Construction,9,0.5,4.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02826.00 WebEZ.net LLC - PA [21496] - 02826.05 Gravity Planet,1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02826.00 WebEZ.net LLC - PA [21496] - 02826.06 Good Times Adventures,2,0.5,1
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02826.00 WebEZ.net LLC - PA [21496] - 02826.12 ChrisDavenport.com,3,0.5,1.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02826.00 WebEZ.net LLC - PA [21496] - 02826.15 Sweet Home of Colorado,7,0.5,3.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02826.00 WebEZ.net LLC - PA [21496] - 02826.16 Adventures To The Edge,2,0.5,1
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02826.00 WebEZ.net LLC - PA [21496] - 02826.19 Stagecoach Luxury Limousines,1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02826.00 WebEZ.net LLC - PA [21496] - 02826.23 Mountain Angler,1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02826.00 WebEZ.net LLC - PA [21496] - 02826.24 Sports Alpaca,3,0.5,1.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02826.00 WebEZ.net LLC - PA [21496] - 02826.26 Showtime Sign & Shirt Co.,1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02826.00 WebEZ.net LLC - PA [21496] - 02826.27 CSI Films,1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02826.00 WebEZ.net LLC - PA [21496] - 02826.28 Miller Design Golf,1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02826.00 WebEZ.net LLC - PA [21496] - 02826.29 International Freeskiers & Snowboarders Association,11,0.5,5.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02826.00 WebEZ.net LLC - PA [21496] - 02826.30 Leading Edge Gliders,1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02826.00 WebEZ.net LLC - PA [21496] - 02826.31 Greg Hess Contracting,1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02826.00 WebEZ.net LLC - PA [21496] - 02826.32 Climax Jerky,4,0.5,2
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02826.00 WebEZ.net LLC - PA [21496] - 02826.33 Rocky Mountain Freestyle,4,0.5,2
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02826.00 WebEZ.net LLC - PA [21496] - 02826.35 hughesriver.com,2,0.5,1
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02976.00 Network Builders IT [21511] - 02976.04 Law office of Mina Ramirez,38,0.5,19
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02976.00 Network Builders IT [21511] - 02976.10 scmhomes.com,55,0.5,27.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02976.00 Network Builders IT [21511] - 02976.20 Benchmark,103,0.5,51.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02976.00 Network Builders IT [21511] - Coit Services,31,0.5,15.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02976.00 Network Builders IT [21511] - Howard Training Center,56,0.5,28
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02976.00 Network Builders IT [21511] - loveladys.com,9,0.5,4.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,02976.00 Network Builders IT [21511] - Turlock Dairy and Refrigeration,83,0.5,41.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03045.00 Visionpace, Inc. [21516] - 03045.34 Innovative Fulfillment Solutions LLC (IFS)",32,0.5,16
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03045.00 Visionpace, Inc. [21516] - 03045.40 Re and Associates",1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03045.00 Visionpace, Inc. [21516] - 03045.48 Thermal Components",30,0.5,15
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03045.00 Visionpace, Inc. [21516] - 03045.71 Apex Innovations, Inc.",14,0.5,7
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,03272.00 Licensecube (Integrity Host) [21541] - 03272.08 Midwest Distributors Co,1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,03272.00 Licensecube (Integrity Host) [21541] - Host A VPS,1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,03272.00 Licensecube (Integrity Host) [21541] - opendrive,7,0.5,3.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,"03640.00 First Column Enterprises, LLC [21648]",3,1,3
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03640.00 First Column Enterprises, LLC [21648] - Absolute Carpet Care",23,0.5,11.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03640.00 First Column Enterprises, LLC [21648] - Advisors Financial 03640.01",34,0.5,17
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03640.00 First Column Enterprises, LLC [21648] - ARC of Greater Prince William 03640.09",111,0.5,55.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03640.00 First Column Enterprises, LLC [21648] - Associates in Gastroenterology 03640.16",86,0.5,43
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03640.00 First Column Enterprises, LLC [21648] - Calvert and Company 03640.17",29,0.5,14.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03640.00 First Column Enterprises, LLC [21648] - Coastal Electric Corporation 03640.13",17,0.5,8.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03640.00 First Column Enterprises, LLC [21648] - Evergreen Janitorial Services 03640.26",23,0.5,11.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03640.00 First Column Enterprises, LLC [21648] - Falcon Communications",16,0.5,8
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03640.00 First Column Enterprises, LLC [21648] - General Counsel, PC",11,0.5,5.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03640.00 First Column Enterprises, LLC [21648] - HV Technologies 03640.29",19,0.5,9.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03640.00 First Column Enterprises, LLC [21648] - Keller Williams Manassas",53,0.5,26.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03640.00 First Column Enterprises, LLC [21648] - National WIC 03640.15",28,0.5,14
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03640.00 First Column Enterprises, LLC [21648] - PrepMatters 03640.21",172,0.5,86
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03640.00 First Column Enterprises, LLC [21648] - Prince William Ambulatory Surgery Center",29,0.5,14.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03640.00 First Column Enterprises, LLC [21648] - Pritchard Nick personal",4,0.5,2
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03640.00 First Column Enterprises, LLC [21648] - Smith Engineering 03640.22",25,0.5,12.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03640.00 First Column Enterprises, LLC [21648] - Stanciu Management Inc. 03640.23",21,0.5,10.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,03658.00 Inertia IT Services [21654] - 03658.01 Farrmont Realty Group,32,0.5,16
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,03658.00 Inertia IT Services [21654] - 03658.04 Burt Feldman,23,0.5,11.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03658.00 Inertia IT Services [21654] - 03658.05 Goldman and Kaplan, Ltd",4,0.5,2
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03658.00 Inertia IT Services [21654] - 03658.06 Owens and Perkins, P.C.",40,0.5,20
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,03658.00 Inertia IT Services [21654] - 03658.08 Mitchell Yearin PLC,2,0.5,1
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,03658.00 Inertia IT Services [21654] - 03658.09 Tobler and Associates,20,0.5,10
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03658.00 Inertia IT Services [21654] - 03658.14 Grasso Law Firm, PC",23,0.5,11.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ENCRYPTION,03658.00 Inertia IT Services [21654] - 03658.15 Ocotillo Internal Medicine Associates,1,4.25,4.25
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,03658.00 Inertia IT Services [21654] - 03658.15 Ocotillo Internal Medicine Associates,18,0.5,9
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03658.00 Inertia IT Services [21654] - 03658.16 Matthew L Riggs, PC",39,0.5,19.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03658.00 Inertia IT Services [21654] - 03658.17 VJ Properties, Inc.",6,0.5,3
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,03658.00 Inertia IT Services [21654] - 03658.18 Adelman German,25,0.5,12.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,03658.00 Inertia IT Services [21654] - 03658.21 Robert Erven Brown,2,0.5,1
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,03658.00 Inertia IT Services [21654] - 03658.22 Utility Strategies Consulting Group,8,0.5,4
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03658.00 Inertia IT Services [21654] - 03658.23 EconLit, LLC",19,0.5,9.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03658.00 Inertia IT Services [21654] - 03658.25 John E. Stevens, C.P.A., P.C.",7,0.5,3.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03658.00 Inertia IT Services [21654] - 03658.27 Bonnie L. Booden, Attorney At Law",4,0.5,2
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03658.00 Inertia IT Services [21654] - 03658.28 Simon Consulting, LLC",22,0.5,11
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,03658.00 Inertia IT Services [21654] - 03658.30 Buescher Law Offices,13,0.5,6.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,03658.00 Inertia IT Services [21654] - 03658.31 Forrester and Worth PLLC,6,0.5,3
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03658.00 Inertia IT Services [21654] - 03658.32 ROI Properties, Inc.",49,0.5,24.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,03658.00 Inertia IT Services [21654] - 03658.33 Lang Baker and Klain,20,0.5,10
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,03658.00 Inertia IT Services [21654] - 03658.42 Massey Pianin,4,0.5,2
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,03658.00 Inertia IT Services [21654] - 03658.44 Creative Power Solutions,14,0.5,7
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,03658.00 Inertia IT Services [21654] - 03658.45 180 Degrees Automotive,15,0.5,7.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"03658.00 Inertia IT Services [21654] - 03658.46 Veridus, LLC",13,0.5,6.5
